#gene,symbol,ABCC8,APOE,CDC123,CDKAL1,COBLL1,GCKR,GIPR,HNF1A,HNF4A,HTT,IGF2BP2,KCNJ11,SLC16A11,SLC30A8,TCF7L2,TGFB1,TLE4,TMCC,WDR13,WFS1,NumberOfSamples
ENSG00000157625,TAB3,0.64,1,1,1,1,1,0.598,0.635,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000157765,SLC34A2,1,1,1,2.369,1,1,1,2.23,1,1,1,1,1,1,4.676,1,1,1,1,1,3
ENSG00000157873,TNFRSF14,2.525,1,1,1,1,1,3.107,1,1,1,1,1,1,1,3.236,1,1,1,1,1,3
ENSG00000158023,CFAP251,1,1,1,1,1,1,1,1,1.569,1,1,1,0.65,1,1,0.6,1,1,1,1,3
ENSG00000158055,GRHL3,1,1,1,1,1,1,1,1.657,2.582,1,1,1,1.835,1,1,1,1,1,1,1,3
ENSG00000158077,NLRP14,1,1,1,0.042,1,1,1,1,0.079,1,1,1,1,1,0.03,1,1,1,1,1,3
ENSG00000158258,CLSTN2,1,1,1,1,1,1,1,1,1,1,1,1.739,1,1,1.593,1.727,1,1,1,1,3
ENSG00000158286,RNF207,1,1.649,1,1,1,1,1,1.641,1,1,1.515,1,1,1,1,1,1,1,1,1,3
ENSG00000158321,AUTS2,1,1,1,1,1,1,0.646,2.143,2.556,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000158373,H2BC5,1,1,1.559,1.775,1,1,1,1,1,1,1,1,1,1,1.565,1,1,1,1,1,3
ENSG00000158473,CD1D,1,1,1,5.048,1,1,1,3.324,1,1,1,1,1,1,0.067,1,1,1,1,1,3
ENSG00000158528,PPP1R9A,1,1,1,1,1,1,0.637,1,1,1,1,1,0.613,1,0.563,1,1,1,1,1,3
ENSG00000158555,GDPD5,1,1,1.523,1,1,1,1,2.009,1.973,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000158717,RNF166,1,1,1,1,1,1,1.865,1.939,1.74,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000158764,ITLN2,1,1,1,1,1,0.128,1,1,1,1,1,1,1,1,1,1,0.098,1,1,0.229,3
ENSG00000158813,EDA,1.632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.538,1,1.857,1,1,3
ENSG00000158815,FGF17,1,1.787,1,1,0.666,1.649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000158828,PINK1,1.586,1,1,1,1,1,1.57,1,1,1,1,0.602,1,1,1,1,1,1,1,1,3
ENSG00000158856,DMTN,1,1,1,1,1,1,1,0.444,0.385,1,1,0.588,1,1,1,1,1,1,1,1,3
ENSG00000158887,MPZ,1,1,1,0.228,1,1,1,1,1,1,1,1,4.133,1,1,1,1,4.62,1,1,3
ENSG00000159110,IFNAR2,1,1,1,1,0.621,1,1,1,0.571,1,1,1,0.649,1,1,1,1,1,1,1,3
ENSG00000159140,SON,1,1,1,0.63,1,1,0.667,1,1,1,1,1,1,1,0.599,1,1,1,1,1,3
ENSG00000159208,CIART,1,1,1,0.584,0.603,1,1,1.883,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000159450,TCHH,1,1,1,1,1,1,1,8.025,9.006,1,1,1,1,1,1,1,1,1,1,9.568,3
ENSG00000159556,ISL2,1,1,1,1,1,1,1,1,50.468,1,1,1,29.829,1,1,1,1,1,43.235,1,3
ENSG00000159625,DRC7,1,1,1,1,1,1,1.647,0.191,0.232,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000159640,ACE,1.597,1,1,1,1,1,1,0.636,1,1,1,0.565,1,1,1,1,1,1,1,1,3
ENSG00000159840,ZYX,1,1,1,1,1,1,1,1.941,1.75,1,1,0.505,1,1,1,1,1,1,1,1,3
ENSG00000160051,IQCC,1,1,0.665,1,1,1,1,1,1,1,1,1,1,1,0.59,0.615,1,1,1,1,3
ENSG00000160271,RALGDS,1,1,1,1,0.655,1,1,1,1,1,1,0.665,1,1,1,0.592,1,1,1,1,3
ENSG00000160352,ZNF714,0.527,1,1,1,1,1.774,1,1,1,1,1,1.876,1,1,1,1,1,1,1,1,3
ENSG00000160410,SHKBP1,1,1,1,1,1,1,1,1.537,1.506,1,1,0.577,1,1,1,1,1,1,1,1,3
ENSG00000160539,PLPP7,1,1,1,1,1,1,1,1,0.556,1,1,0.46,1,1,1,0.478,1,1,1,1,3
ENSG00000160588,MPZL3,1,1,1,0.661,1,1,1,0.448,0.436,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000160991,ORAI2,1,1,1.528,1,1,1,1,1,1.652,1,1,0.563,1,1,1,1,1,1,1,1,3
ENSG00000161011,SQSTM1,1,1,1,1.504,1.579,1,1,1,1,1,1,0.54,1,1,1,1,1,1,1,1,3
ENSG00000161040,FBXL13,1,1,1,0.424,1,1,1,1,1,0.378,1,1,1,1,1,1,1,0.518,1,1,3
ENSG00000161265,U2AF1L4,1,1.618,1,1,1,1,1,1.547,1,1.611,1,1,1,1,1,1,1,1,1,1,3
ENSG00000161277,THAP8,1.67,1,1,1,1,1,1.893,1,1,1,1,0.603,1,1,1,1,1,1,1,1,3
ENSG00000161681,SHANK1,1,1,1,1,1,1,1,2.229,1.893,1,1,0.392,1,1,1,1,1,1,1,1,3
ENSG00000161912,ADCY10P1,1,1,1,0.499,0.665,1,1,1,1,1,1,1,0.654,1,1,1,1,1,1,1,3
ENSG00000161955,TNFSF13,1.578,1,1,1,1,1,1,2.026,1.932,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000161956,SENP3,1,1,1,1,1,1,1,1,1.666,1,1,0.604,1.609,1,1,1,1,1,1,1,3
ENSG00000162063,CCNF,1,1,1,1,1,1,1,1.532,2.194,1,1,1,1,1,1,1,1,1,1.638,1,3
ENSG00000162076,FLYWCH2,1.94,1,1,1,1,1,2.538,1,1,1,1,0.393,1,1,1,1,1,1,1,1,3
ENSG00000162241,SLC25A45,1,1,1,1.934,1,1,1,2.011,1.574,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000162267,ITIH3,1,1,1,1,1,1,1,0.32,0.272,1,1,1,1,1,1,1.981,1,1,1,1,3
ENSG00000162344,FGF19,1,1,1,1,1,1,1,1,5.057,1,1,1,3.101,1,1,1,1,1,6.706,1,3
ENSG00000162367,TAL1,1,1,4.015,3.487,1,1,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000162373,BEND5,1,1,1,1,1,1,1,2.397,2.498,1,1,1,1.512,1,1,1,1,1,1,1,3
ENSG00000162426,SLC45A1,1.731,1,1,1,1,1,1,1.572,1,1,1,0.372,1,1,1,1,1,1,1,1,3
ENSG00000162510,MATN1,1,1,1,1,1,1,0.533,1,1,0.339,0.364,1,1,1,1,1,1,1,1,1,3
ENSG00000162630,B3GALT2,0.424,1,1,1,1,1,1,1,2.226,1,1,1,1,1,1,0.48,1,1,1,1,3
ENSG00000162664,ZNF326,0.653,1,1,1,1,1,0.638,1,1,1,1,1.596,1,1,1,1,1,1,1,1,3
ENSG00000162670,BRINP3,1,1,3.707,1,1,1,1,0.281,0.242,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000162695,SLC30A7,1,1,1,1,1,1,0.616,1,1,1,1,2.042,1,1,1,1.601,1,1,1,1,3
ENSG00000162769,FLVCR1,1,1,1,1,1,1,1,0.496,0.401,1,1,1.573,1,1,1,1,1,1,1,1,3
ENSG00000162825,NBPF20,1,1,1,1,1,1,1,0.55,0.423,1,1,1,1,1,0.429,1,1,1,1,1,3
ENSG00000162909,CAPN2,1,1.883,1,1,1,1,1,1,2.397,1.92,1,1,1,1,1,1,1,1,1,1,3
ENSG00000162927,PUS10,1,1,1,1,0.669,1,1,1,0.658,1,1,1.538,1,1,1,1,1,1,1,1,3
ENSG00000162999,DUSP19,1,1,1,1,1,1.749,1,1,1,1,1,2.167,0.592,1,1,1,1,1,1,1,3
ENSG00000163006,CCDC138,1,1,1,1,1,1,1,1,1,1,0.526,1.647,1,1,1,1,1,0.624,1,1,3
ENSG00000163012,ZSWIM2,1,1,0.146,0.019,1,1,1,1,1,1,0.118,1,1,1,1,1,1,1,1,1,3
ENSG00000163017,ACTG2,1,1,4.51,1,1,1,1,5.011,6.024,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163060,TEKT4,1,1,1,1,1,1,1,2.208,2.002,1,1,1,1,1,1,0.387,1,1,1,1,3
ENSG00000163071,SPATA18,1,1,1,1,1,1,1,1,1,1,1,1,2.207,1,2.128,1,1,1,2.491,1,3
ENSG00000163116,STPG2,1,1,1,1,1,1,0.399,0.412,1,1,1,1.854,1,1,1,1,1,1,1,1,3
ENSG00000163126,ANKRD23,1,1,1,1,0.533,1,1,1,1,1,1,1,0.352,1,1,1,0.274,1,1,1,3
ENSG00000163156,SCNM1,1,1,1,1.662,1,1,1.709,1,1,1.678,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163219,ARHGAP25,2.218,1,1,1,0.358,1,1,1,2.187,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163286,ALPG,1,1,1,1,1,1,1,1,40.243,1,1,1,36.11,1,1,1,1,1,232.041,1,3
ENSG00000163346,PBXIP1,1.899,1,1,1,1,1,1,1,0.612,1,1,0.647,1,1,1,1,1,1,1,1,3
ENSG00000163354,DCST2,1,2.424,1,1,1,1,2.372,1,1,1,1,1,1,1,2.418,1,1,1,1,1,3
ENSG00000163472,TMEM79,1,1,1,1,1,1,1.569,2.445,2.195,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163501,IHH,1,0.533,1,1,1,1,1,0.091,0.074,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163545,NUAK2,1,1,1,1,1,1,1,1.949,1,1,1,1,1,1,2.983,1,1,1,1.625,1,3
ENSG00000163581,SLC2A2,1,1,1,1,1,1,1,0.149,0.446,1,1,3.513,1,1,1,1,1,1,1,1,3
ENSG00000163590,PPM1L,1,1,1,1,1,1,0.614,0.655,1,1,1,1,1,1,0.589,1,1,1,1,1,3
ENSG00000163602,RYBP,1,1,1,1,1.508,1,0.636,0.608,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000163661,PTX3,1,1,1,1,1,1,1,1,6.749,1,1,1,1,1,5.973,1,1,1,12.849,1,3
ENSG00000163702,IL17RC,1.627,1,1,1,1,1,1.575,1,1,1,1,0.642,1,1,1,1,1,1,1,1,3
ENSG00000163710,PCOLCE2,1,1,0.22,1,1,1,1,1,2.262,1,1,1,1,1,1,1,0.245,1,1,1,3
ENSG00000163755,HPS3,1,1,1,1,1,1.642,1,0.629,1,1,1,1.656,1,1,1,1,1,1,1,1,3
ENSG00000163762,TM4SF18,1,1,1,1,1,1,1,1,1,1,1,5.39,1,1,1,7.7,1,1,3.665,1,3
ENSG00000163840,DTX3L,1,1,1,1,0.623,1,1,1,0.341,1,1,1,1,1,0.594,1,1,1,1,1,3
ENSG00000163874,ZC3H12A,1,1,1,1,1,1,1,2.013,1,1,1,1,1.508,1,1.667,1,1,1,1,1,3
ENSG00000163959,SLC51A,1,1,1,1,1,1,1,1,0.011,1,1,3.927,1,1,5.307,1,1,1,1,1,3
ENSG00000164002,EXO5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.645,0.64,1,1,0.635,1,3
ENSG00000164045,CDC25A,1,1,1,1,1,1,1,1.937,2.718,1,1,1,1,1,1,1,1,1,1.632,1,3
ENSG00000164048,ZNF589,1,1,1,1,0.634,1,1,1.603,1,1,1,1,0.568,1,1,1,1,1,1,1,3
ENSG00000164051,CCDC51,1,1,1,1.564,1,1,1.677,1.659,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000164056,SPRY1,1,1,1,1,1,1,1,1,1,1,1,2.142,1,1,1,1.989,1,1,1.906,1,3
ENSG00000164076,CAMKV,1,1,0.359,1,1,1,1,0.383,0.172,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000164077,MON1A,1.51,1,1,1,1,1,1.571,1,1,1,1,0.468,1,1,1,1,1,1,1,1,3
ENSG00000164082,GRM2,1,1,1,1,1,1,1,1,3.498,1,1,1,3.28,1,1,1,1,1,4.631,1,3
ENSG00000164086,DUSP7,1,1,1,1,1,1,1,1.978,1.824,1,1,1,1,1,1,1,1,1,1.561,1,3
ENSG00000164087,POC1A,1,1,1,1,1,1,1.641,2.228,1.95,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000164089,ETNPPL,1,6.669,1,1,1,1,1,1,1,1,1,1,1,1,1,4.953,1,1,4.265,1,3
ENSG00000164096,C4orf3,1,0.589,1,1,1,1,1,1,0.572,1,1,1,1,1,1,1,1,0.659,1,1,3
ENSG00000164104,HMGB2,1,1,1,1,1,1,1,2.197,3.349,1,1,1,1,1,1,1,1,1,2.478,1,3
ENSG00000164118,CEP44,1,1,0.63,0.66,1,1,1,0.617,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000164180,TMEM161B,1,1,1,1,1,1,1,0.626,1,1,0.625,1.873,1,1,1,1,1,1,1,1,3
ENSG00000164211,STARD4,1,1,1,1,2.035,1,1,1,1,1,1,1.724,1,1,1,1.622,1,1,1,1,3
ENSG00000164219,PGGT1B,1,1,1,1,1,1,0.596,0.526,1,1,1,1.602,1,1,1,1,1,1,1,1,3
ENSG00000164220,F2RL2,0.117,1,1,1,1,1,1,1,1,1,0.056,1,0.044,1,1,1,1,1,1,1,3
ENSG00000164241,C5orf63,1,1,0.536,0.5,0.638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000164252,AGGF1,1,1,1,1,1,1,0.63,1,1.531,1,1,1,1,1,1,1,1,1,1,0.658,3
ENSG00000164308,ERAP2,1,1,1,1,1,1,1,1,0.52,1,1,1,1,1,2.027,1,1,0.465,1,1,3
ENSG00000164344,KLKB1,1,1,1,1,1,1,1,3.328,5.946,1,1,1,1,1,1,1,3.513,1,1,1,3
ENSG00000164405,UQCRQ,1.497,1,1,1,1,1,1.996,1,1,1,1,0.55,1,1,1,1,1,1,1,1,3
ENSG00000164406,LEAP2,1,1,1,1,1,1,3.017,1,1,1,1,2.501,1,1,4.175,1,1,1,1,1,3
ENSG00000164611,PTTG1,1,1,1,1,1,1,1,1.694,2.306,1,1,1,1,1,1,1,1,1,1.945,1,3
ENSG00000164663,USP49,0.569,1,1,1,1,1,0.578,1,1,1,1,1,1,1,0.579,1,1,1,1,1,3
ENSG00000164694,FNDC1,1,1,1,4.908,1,1,1,3.255,1,1,1,1,3.177,1,1,1,1,1,1,1,3
ENSG00000164853,UNCX,1,1,1,1,1,1,1,32.387,36.617,1,1,1,1,1,1,1,1,1,31.496,1,3
ENSG00000164924,YWHAZ,1,1,1,1,1.582,1,1,1,1.958,1,0.65,1,1,1,1,1,1,1,1,1,3
ENSG00000164933,SLC25A32,1,0.472,1,1,1,0.495,1,1,1,1,1,1,1,1,1,1,0.371,1,1,1,3
ENSG00000165046,LETM2,1,1,0.629,1,1,1,1,0.463,0.533,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000165092,ALDH1A1,1,1,1,1,1,1,1,0.344,0.271,1,1,1,1,1,1,1,1,1,0.601,1,3
ENSG00000165115,KIF27,1,1,1,1,1,1,1,1,1,0.667,1,1.629,0.666,1,1,1,1,1,1,1,3
ENSG00000165118,C9orf64,0.064,1,1,1,0.289,1,1,1,1,1,1,1,1,1,1,1,0.173,1,1,1,3
ENSG00000165168,CYBB,1,1,1,1,1,1,1,1,0.508,1,0.351,1,1,1,1,0.521,1,1,1,1,3
ENSG00000165215,CLDN3,1,1,1,1,1,1,2.504,1,1,1,1,0.322,3.505,1,1,1,1,1,1,1,3
ENSG00000165275,TRMT10B,1,1,1,0.592,1,1,1,0.647,0.666,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000165288,BRWD3,1,1,1,1,1,1.651,1,1,1,0.636,1,1.931,1,1,1,1,1,1,1,1,3
ENSG00000165309,ARMC3,1,1,1,1,1,1,1,1,1.78,1,0.486,1,1,1,1,1,1,0.44,1,1,3
ENSG00000165359,INTS6L,1,1,1,1,1,1.684,1,1,1.655,1,1,1.953,1,1,1,1,1,1,1,1,3
ENSG00000165410,CFL2,1,1,1,1,1,1,1,1,1,0.592,0.593,1,1,1,0.629,1,1,1,1,1,3
ENSG00000165496,RPL10L,1,1,1,1,0.095,1,0.046,1,1,0.043,1,1,1,1,1,1,1,1,1,1,3
ENSG00000165606,DRGX,1,1,1,1,1,1,1,1,30.059,1,1,1,48.313,1,1,1,1,1,20.701,1,3
ENSG00000165633,VSTM4,1,1,1,3.287,2.807,1,1,1,4.928,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000165863,C10orf82,1,1,1,1,1,1,1,3.194,3.629,1,0.516,1,1,1,1,1,1,1,1,1,3
ENSG00000165912,PACSIN3,1,1,1,1,1,0.569,1.955,1,1,1,1,0.496,1,1,1,1,1,1,1,1,3
ENSG00000165948,IFI27L1,1.808,1,1,1,1,1,1.68,1,1,1.634,1,1,1,1,1,1,1,1,1,1,3
ENSG00000166128,RAB8B,1,1,1,1,1,1.579,1,0.63,1,1,1,1.696,1,1,1,1,1,1,1,1,3
ENSG00000166337,TAF10,0.635,1,1,1,1,1,1,1.559,1,1,1,1,1,0.606,1,1,1,1,1,1,3
ENSG00000166415,WDR72,1,0.263,1,1,0.257,1,1,1,1,1,1,3.613,1,1,1,1,1,1,1,1,3
ENSG00000166501,PRKCB,1,1,1,1,1,1,1,1,6.055,1,1,1,6.109,1,1,1,1,1,9.4,1,3
ENSG00000166508,MCM7,1,1,1,1.498,1,1,1,2.129,2.117,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000166532,RIMKLB,1,1,1,0.608,1,1.512,0.562,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000166557,TMED3,1.796,1,1,1,1,1,1.91,1,1,1,1,1,1,1,1.787,1,1,1,1,1,3
ENSG00000166669,ATF7IP2,1,1,1,1,1,1,0.643,1,1,1,1,1,1,1,1,1,1,0.62,1,0.588,3
ENSG00000166710,B2M,1,1,1,1,1,1,1,0.412,0.282,1,1,1,1,1,1.574,1,1,1,1,1,3
ENSG00000166763,STRCP1,1,1,0.268,0.071,1,1,1,1,0.196,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000166793,YPEL4,1,1,0.425,1,1,1,1,1.932,1,1,1,1,1,1,1,1,0.4,1,1,1,3
ENSG00000166816,LDHD,1,1,1,1,1,1,1,1,0.406,1,1.765,1,1,1,1,1,1,1,2.081,1,3
ENSG00000166822,TMEM170A,1,1,1,1,1,1,1,0.579,0.62,1,1,1.568,1,1,1,1,1,1,1,1,3
ENSG00000166886,NAB2,1,1,1,1,1,1,1,2.456,2.812,1,1,1,1,1,2.04,1,1,1,1,1,3
ENSG00000166949,SMAD3,1,1,1,1,0.645,1,1,1,0.589,1,1,1,0.626,1,1,1,1,1,1,1,3
ENSG00000167107,ACSF2,1,1,0.654,1,0.648,1,1,1,1,1,1,1,1,1,1,1,0.572,1,1,1,3
ENSG00000167123,CERCAM,1.555,1,1,1,1,1,1,1,1.709,1,1,0.402,1,1,1,1,1,1,1,1,3
ENSG00000167157,PRRX2,1,1,1,1,1,1,1,7.084,12.557,1,1,1,1,1,1,1,1,1,9.009,1,3
ENSG00000167183,PRR15L,1,1,1,1,1,1,1.762,0.338,0.157,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000167210,LOXHD1,0.155,1,1,1,1,1,1,1,1,1,1,1,0.054,1,1,0.222,1,1,1,1,3
ENSG00000167535,CACNB3,1,1,1,1,1,1,1,2.671,2.394,1,1,1,1,1,1,1,1,1,1.554,1,3
ENSG00000167548,KMT2D,1,1,1,1,1,1,1,1,0.632,1,1,1,0.633,1,0.546,1,1,1,1,1,3
ENSG00000167617,CDC42EP5,1,1,1,1,1,1,1,14.307,14.88,1,1,1,1,1,1,1,1,1,14.671,1,3
ENSG00000167641,PPP1R14A,1,1,1,1,1,1,3.273,4.466,1,1,1,1,1,1,4.089,1,1,1,1,1,3
ENSG00000167657,DAPK3,1,1,1,1,1,1,1.618,1.604,1,1,1,0.631,1,1,1,1,1,1,1,1,3
ENSG00000167799,NUDT8,2.525,1,1,1,1,1,3.548,1,1,1,1,0.441,1,1,1,1,1,1,1,1,3
ENSG00000167800,TBX10,1,1,1,1,1,1,1,1,1,1,1,4.485,1,1,5.836,7.106,1,1,1,1,3
ENSG00000167920,TMEM99,1,0.611,1,1,0.653,1,1,1,1,1,1,1,1,1,1,1,1,0.608,1,1,3
ENSG00000167965,MLST8,1.556,1,1,1,1,1,1.91,1,1,1,1,0.477,1,1,1,1,1,1,1,1,3
ENSG00000167981,ZNF597,0.545,1,1,1,1,1,0.533,0.611,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000168101,NUDT16L1,1,1,1.5,1,1,1,2.027,1,1,1,1,0.592,1,1,1,1,1,1,1,1,3
ENSG00000168116,KIAA1586,1,1,1,1,1.504,1,1,1,1,1,0.651,1.642,1,1,1,1,1,1,1,1,3
ENSG00000168159,RNF187,1,1,1,1,1,1,1.625,1,1.522,1,1,0.573,1,1,1,1,1,1,1,1,3
ENSG00000168237,GLYCTK,1,1,1,1,1,1,1.893,0.412,0.2,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000168280,KIF5C,0.646,1,1,1,1,1,0.582,1,1,1,1,1,1,1,0.62,1,1,1,1,1,3
ENSG00000168348,INSM2,2.624,1,3.156,1,1,1,1,1,1,5.17,1,1,1,1,1,1,1,1,1,1,3
ENSG00000168490,PHYHIP,1,1,1,1,1,1,1,3.33,2.004,1,1,0.355,1,1,1,1,1,1,1,1,3
ENSG00000168517,HEXIM2,1.555,1,1,1,1,1,1.864,1,1,1,1,0.506,1,1,1,1,1,1,1,1,3
ENSG00000168546,GFRA2,1,1,1,8.503,1,1,1,1,9.3,1,1,1,9.403,1,1,1,1,1,1,1,3
ENSG00000168566,SNRNP48,1,1,1,1,1,1,1,0.647,0.653,1,1,1.803,1,1,1,1,1,1,1,1,3
ENSG00000168646,AXIN2,1,1,1,1,1,1,1,1.786,1.721,1,1,1,1,1,1.55,1,1,1,1,1,3
ENSG00000168702,LRP1B,1,1,1,1,1,1,1,1,1,1,1,1,0.336,1,0.387,1,1,1,0.459,1,3
ENSG00000168875,SOX14,0.039,0.233,1,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000168913,ENHO,1,1,1,1,1,1,1,3.285,2.868,1,1,0.348,1,1,1,1,1,1,1,1,3
ENSG00000168936,TMEM129,1.501,1,1,1,1,1,1.915,1,1,1,1,0.51,1,1,1,1,1,1,1,1,3
ENSG00000168995,SIGLEC7,1,1,1,45.603,1,1,1,48.314,42.424,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169093,ASMTL,1.566,1,1,1,1,1,1.536,1,1,1,1,0.495,1,1,1,1,1,1,1,1,3
ENSG00000169122,FAM110B,1,1,1.519,1,1.512,1,1.532,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169242,EFNA1,1,1,1,1,0.652,1,2.086,1,1,1,1,1,1,1,2.09,1,1,1,1,1,3
ENSG00000169251,NMD3,1,1,1,0.613,1,1,1,0.576,1,0.637,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169258,GPRIN1,1,1,1,1,1,1,1.587,1.56,1.877,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169282,KCNAB1,1,1,1,0.131,1,1,1,1,1,0.143,1,1,1,1,1,1,0.158,1,1,1,3
ENSG00000169291,SHE,1,1,1,1,1,1,1,0.328,0.315,0.311,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169427,KCNK9,1,1,1,1,1,1,1,1,0.453,1,1,0.459,1,1,1,1,1,1,1,2.934,3
ENSG00000169710,FASN,1.558,0.613,1,1,1.941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169717,ACTRT2,1,1,1,1,1,0.154,1,1,1,1,0.113,1,1,1,1,0.172,1,1,1,1,3
ENSG00000169744,LDB2,1,1,1,1,1,1,1,1,1,0.595,1,1.635,1,1,1,1,1,1,1,0.516,3
ENSG00000169752,NRG4,1,1.607,1,1,1,1,1,0.415,0.438,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169871,TRIM56,1,1,1,1,1,1,1,0.567,0.395,1,1,1,0.666,1,1,1,1,1,1,1,3
ENSG00000169891,REPS2,1,1,1,1,1,1,1,0.597,1.705,1,1,1.66,1,1,1,1,1,1,1,1,3
ENSG00000169894,MUC3A,1,1,1,1,1,1,1,0.244,0.049,1,1,2.732,1,1,1,1,1,1,1,1,3
ENSG00000169946,ZFPM2,1,1,1,2.039,1,1,1,2.182,2.408,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169962,TAS1R3,1,1,1,3.785,1,1,1,4.049,4.757,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000169964,TMEM42,1.5,1,1,1,0.649,1,1,1,1,1,1.518,1,1,1,1,1,1,1,1,1,3
ENSG00000169989,TIGD4,1,1,1,1,1,1,1,0.587,1,1,1,1.497,1,1,1,1,1,0.551,1,1,3
ENSG00000170145,SIK2,1,1,1,1,1,1,0.609,0.566,0.667,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000170271,FAXDC2,1,1,1,1,1,1,1,0.618,0.517,1,1,0.646,1,1,1,1,1,1,1,1,3
ENSG00000170290,SLN,0.284,1,1,1,1,1,1,1,1,1,1,0.041,1,1,1,0.195,1,1,1,1,3
ENSG00000170296,GABARAP,1.77,1,1,1,1,1,1.891,1,1,1,1,0.6,1,1,1,1,1,1,1,1,3
ENSG00000170340,B3GNT2,1,1,1,1,1,1,1,0.565,1,1,1,1.547,1,1,1.727,1,1,1,1,1,3
ENSG00000170345,FOS,0.299,1,1,1,1,1,1,0.271,1,0.218,1,1,1,1,1,1,1,1,1,1,3
ENSG00000170373,CST1,1,1,1,1,5.36,1,7.53,1,1,1,1,1,1,1,1,1,1,1,4.891,1,3
ENSG00000170425,ADORA2B,1,1,1,0.051,1,1,1,1,1,1,1,2.068,1,1,1,1,1,1,2.148,1,3
ENSG00000170482,SLC23A1,1,1,0.33,1,1,1,1,0.012,0.006,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000170498,KISS1,1,1,1,1,1,0.274,1,0.136,0.073,1,1,1,1,1,1,1,1,1,1,1,3
ENSG00000170579,DLGAP1,1.566,1,2.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1.599,1,1,1,3
ENSG00000170703,TTLL6,1,1,0.587,1,1,1,1,1,0.429,1,1,1,1,1,0.644,1,1,1,1,1,3
ENSG00000170734,POLH,1,1,1,1,0.576,1,1,1,0.622,1,1,1,0.557,1,1,1,1,1,1,1,3
ENSG00000170827,CELP,1,1,1,1,1,1,1,0.427,0.035,1,1,1,1,1,2.331,1,1,1,1,1,3
ENSG00000170837,GPR27,1,1,1,1,1,1,1,1,1.8,1,1,1,0.656,1,1,1,1,0.56,1,1,3
ENSG00000170917,NUDT6,1,1,1,0.346,1,1,1,1,1,1,1,1,1,1,0.592,1,1,0.542,1,1,3
ENSG00000170954,ZNF415,1,1,0.63,0.525,1,1,1,1,1,1,1,1.595,1,1,1,1,1,1,1,1,3
ENSG00000171044,XKR6,1,0.585,1,1,1,1,1,1,1,0.614,1,1,1,1,1,1,0.587,1,1,1,3
ENSG00000171100,MTM1,1,1,1,1,1,1,1,0.522,0.599,1,1,1,1,1,1,1,1.565,1,1,1,3
ENSG00000171130,ATP6V0E2,1.645,1,1,1,1,1,1,1,1.525,1,1,0.492,1,1,1,1,1,1,1,1,3
ENSG00000171132,PRKCE,1,1,1.638,1,1,1,1,1,1.947,1,1,1,1,1,1,1.593,1,1,1,1,3
