Gene,log2FoldChange (FC),abs(FC),P-adjusted
DNM3,-0.801956633,0.801956633,4.08728E-14
SLC25A17,-0.801930567,0.801930567,9.49287E-10
EPS15L1,-0.799965249,0.799965249,9.39017E-14
UBTD1,-0.799532879,0.799532879,0.000285073
DDIT3,-0.799236921,0.799236921,0.002198315
SLC9A1,-0.797802391,0.797802391,0.002716878
ALDH9A1,-0.795858104,0.795858104,0.005717391
NFRKB,-0.795708449,0.795708449,0.002695639
PHF1,-0.792722114,0.792722114,0.001478027
IFT172,-0.792336202,0.792336202,0.009988161
RP11-525K10.3,-0.791996424,0.791996424,0.002344586
ELAC2,-0.79069211,0.79069211,0.003600193
IMPACT,-0.790134481,0.790134481,0.002162699
GPATCH2L,-0.789831721,0.789831721,1.72463E-21
DNTTIP2,-0.789601378,0.789601378,5.66949E-07
SPRYD7,-0.788438062,0.788438062,0.001015756
CEP85,-0.788035127,0.788035127,0.004214589
PSMC3,-0.787609206,0.787609206,0.002069181
ZNF674,-0.787345174,0.787345174,0.002759091
PFKFB4,-0.78644293,0.78644293,0.003171938
C9orf72,-0.78622867,0.78622867,3.47888E-07
CLTB,-0.785954717,0.785954717,0.000838835
KIAA1211L,-0.785453662,0.785453662,1.07532E-07
PITRM1,-0.784402179,0.784402179,3.94902E-06
NDUFA4,-0.782622321,0.782622321,0.002195849
PPME1,-0.782179687,0.782179687,1.98637E-10
CMAS,-0.782150454,0.782150454,1.90984E-05
ADAM9,-0.782095506,0.782095506,1.2262E-06
ZNF142,-0.78203251,0.78203251,0.00735571
PSMA4,-0.781372249,0.781372249,1.07496E-06
BCAP31,-0.781264031,0.781264031,0.006876494
SH3BGRL2,-0.779166453,0.779166453,1.71952E-07
ANKMY2,-0.778956563,0.778956563,8.21249E-05
ATL1,-0.776748187,0.776748187,2.38273E-11
IARS,-0.774669129,0.774669129,2.54446E-12
SLC41A2,-0.773263622,0.773263622,1.30553E-08
CTTN,-0.773076696,0.773076696,1.21742E-11
TTC5,-0.77121461,0.77121461,4.66663E-05
KCTD20,-0.770414476,0.770414476,2.39747E-08
MTIF3,-0.769888102,0.769888102,7.93401E-06
TUBGCP5,-0.768728726,0.768728726,5.64831E-12
PSMD1,-0.768717826,0.768717826,2.43598E-32
CDKN1A,-0.768630966,0.768630966,8.13813E-06
TTL,-0.768240888,0.768240888,4.29848E-06
SH3D19,-0.767179582,0.767179582,9.77894E-14
CKAP5,-0.7659818,0.7659818,1.45599E-10
FAM126A,-0.765222623,0.765222623,0.009223624
TIRAP,-0.76472377,0.76472377,0.000991622
C14orf159,-0.764698592,0.764698592,3.41047E-11
CAMKK1,-0.762861672,0.762861672,2.09665E-12
VWA8,-0.762559914,0.762559914,6.88679E-23
RP11-3L8.3,-0.761446046,0.761446046,1.32253E-05
L3HYPDH,-0.76103081,0.76103081,0.001162846
DPY19L1P1,-0.760315225,0.760315225,2.10525E-17
NUDCD3,-0.760087007,0.760087007,3.57822E-20
ACTR6,-0.759600528,0.759600528,0.000230874
PRKAB2,-0.758362971,0.758362971,2.78499E-05
NSUN5P2,-0.75765661,0.75765661,0.002832125
AKNAD1,-0.754989128,0.754989128,6.37732E-08
GARS,-0.752813631,0.752813631,1.93886E-06
TBC1D22B,-0.752721736,0.752721736,6.37732E-08
AP3B2,-0.750249897,0.750249897,3.9769E-13
GNA13,-0.74970089,0.74970089,2.72304E-12
COL10A1,-0.749313808,0.749313808,0.005946373
SFXN5,-0.74758838,0.74758838,1.3917E-12
BICD1,-0.747256594,0.747256594,5.84438E-21
ASF1A,-0.746888283,0.746888283,0.006416617
C2CD3,-0.745566816,0.745566816,1.79298E-10
TEP1,-0.745542493,0.745542493,0.000130956
TTLL7,-0.745102355,0.745102355,4.88064E-32
NEK1,-0.744927076,0.744927076,3.34223E-16
FAM98A,-0.744240326,0.744240326,8.08845E-05
ZNF233,-0.743816895,0.743816895,0.00180547
SLC46A3,-0.743217635,0.743217635,2.3373E-05
EFTUD1,-0.741909684,0.741909684,1.25793E-10
IQCH,-0.74029318,0.74029318,1.98643E-09
PLAA,-0.738765003,0.738765003,2.42457E-12
KCMF1,-0.737026143,0.737026143,1.6827E-18
MYO18A,-0.736000686,0.736000686,2.15703E-05
POLR3F,-0.733509462,0.733509462,0.004648305
ANAPC10,-0.733355091,0.733355091,1.57952E-16
ZNF484,-0.731304672,0.731304672,1.34E-05
PSMD12,-0.731147496,0.731147496,1.92622E-13
RP11-400F19.18,-0.730441648,0.730441648,7.76817E-05
GPATCH11,-0.728740104,0.728740104,0.003751438
SYT9,-0.726624917,0.726624917,0.000576474
DFNB31,-0.726479598,0.726479598,4.57387E-05
RRM2B,-0.726159066,0.726159066,1.23298E-07
RP11-274H2.2,-0.725144791,0.725144791,0.005736073
JOSD1,-0.724884481,0.724884481,0.000283308
NHSL1,-0.724647592,0.724647592,0.000171105
KIAA0825,-0.722907709,0.722907709,2.84391E-10
ADAM17,-0.721119518,0.721119518,3.25407E-09
KIF1B,-0.721081248,0.721081248,5.28613E-23
STK40,-0.720977718,0.720977718,9.91302E-09
TM7SF3,-0.720946748,0.720946748,1.67929E-10
ALDH3A2,-0.72075429,0.72075429,0.000408375
MMP24,-0.720294522,0.720294522,0.000820381
SSH2,-0.719927219,0.719927219,6.258E-33
AMPD3,-0.719912957,0.719912957,4.27764E-05
VIPAS39,-0.719601193,0.719601193,7.84408E-05
TXNDC9,-0.719588418,0.719588418,0.000154592
AP1S3,-0.719368264,0.719368264,0.000579561
UBE4B,-0.718518995,0.718518995,2.12144E-20
UBXN4,-0.717476956,0.717476956,2.16429E-23
RP11-111A21.1,-0.716573766,0.716573766,0.002775892
PDK3,-0.714238701,0.714238701,0.00013275
SBF2,-0.714162181,0.714162181,2.40282E-23
ARL8A,-0.714109979,0.714109979,0.008438137
PSMD7,-0.710400651,0.710400651,9.95672E-08
ZBTB43,-0.71035151,0.71035151,6.99776E-06
VMP1,-0.710236846,0.710236846,3.09015E-22
NAP1L1,-0.708821897,0.708821897,1.00626E-20
ZCCHC6,-0.708168286,0.708168286,1.50316E-13
SCN9A,-0.706549473,0.706549473,0.009869045
USP40,-0.706434124,0.706434124,2.42874E-10
TP53BP2,-0.705720388,0.705720388,0.000409713
NIPAL3,-0.705203731,0.705203731,1.13009E-05
EIF2AK1,-0.704924277,0.704924277,1.36145E-06
C1orf52,-0.704470602,0.704470602,0.00010986
ERN1,-0.704339393,0.704339393,0.00035168
RP11-78F17.1,-0.702603223,0.702603223,0.000369429
CCNK,-0.702432281,0.702432281,5.42204E-07
LINC00265,-0.701056597,0.701056597,0.008638779
LRRC8B,-0.700759948,0.700759948,3.61576E-14
PPIL3,-0.69905258,0.69905258,0.003171938
CD58,-0.696935499,0.696935499,0.000239402
SLC25A26,-0.696117844,0.696117844,5.68363E-12
METTL22,-0.696002351,0.696002351,0.009791065
MAPRE3,-0.69581628,0.69581628,2.97817E-12
TUBA1C,-0.695768765,0.695768765,0.001973416
DESI1,-0.695254194,0.695254194,4.17062E-05
RIMKLBP2,-0.694977823,0.694977823,0.008506327
PSPH,-0.694903627,0.694903627,0.00030513
PALLD,-0.694447781,0.694447781,1.65998E-16
PSMD8,-0.694131039,0.694131039,0.00105011
LARP4,-0.693556095,0.693556095,2.59451E-15
TES,-0.69351867,0.69351867,1.03304E-05
SPTAN1,-0.692607127,0.692607127,1.78202E-07
CEP85L,-0.69221058,0.69221058,2.60939E-06
INVS,-0.691257779,0.691257779,2.14452E-19
SYT4,-0.6908598,0.6908598,0.000340923
SHFM1,-0.690828154,0.690828154,2.42644E-14
OSER1,-0.690362269,0.690362269,0.000461779
EAPP,-0.690187574,0.690187574,5.52104E-05
SPTLC2,-0.690056353,0.690056353,1.8049E-05
API5,-0.689605716,0.689605716,3.23456E-11
SYTL1,-0.689383584,0.689383584,0.001510746
PSMA7,-0.688462232,0.688462232,0.000339508
ZNF235,-0.688340163,0.688340163,6.71466E-10
CLCC1,-0.687279576,0.687279576,0.006301219
GAREM,-0.68682838,0.68682838,2.15504E-15
UBE2G1,-0.686738801,0.686738801,3.06401E-11
SLC18B1,-0.685600763,0.685600763,0.003088186
CBWD2,-0.684732075,0.684732075,2.7691E-07
MRI1,-0.684598397,0.684598397,0.00119446
ARID3B,-0.683912547,0.683912547,0.002407076
ABCA7,-0.68159612,0.68159612,0.003339782
TANC1,-0.681547276,0.681547276,0.003043919
CHCHD3,-0.678929703,0.678929703,1.83744E-25
EYA3,-0.67877084,0.67877084,8.66757E-09
ACAP2,-0.678560694,0.678560694,7.1717E-20
ZFYVE20,-0.678419761,0.678419761,0.002237935
FAF2,-0.671997478,0.671997478,1.29359E-10
RP11-452H21.1,-0.670480959,0.670480959,3.68585E-05
ACO2,-0.670337999,0.670337999,1.36738E-08
PAWR,-0.669800187,0.669800187,1.29961E-13
RUSC2,-0.669658344,0.669658344,6.97584E-07
LPCAT1,-0.669639019,0.669639019,0.008214677
FYCO1,-0.668655041,0.668655041,0.00542128
MED15,-0.667981145,0.667981145,1.43267E-09
FAM172A,-0.667211248,0.667211248,5.72736E-17
PAAF1,-0.667053315,0.667053315,5.23753E-05
C15orf57,-0.666676287,0.666676287,2.25057E-08
NAA50,-0.666195483,0.666195483,4.41696E-06
EIF2B1,-0.665753409,0.665753409,0.000302955
STAT5B,-0.665001032,0.665001032,6.04942E-06
LPIN1,-0.664551429,0.664551429,5.10461E-12
LAMC1,-0.663724977,0.663724977,6.21747E-08
AUH,-0.663192998,0.663192998,1.13258E-13
RPAP3,-0.662831696,0.662831696,0.00919485
RP11-550I24.2,-0.661531986,0.661531986,6.15202E-05
SNRPD3,-0.661003973,0.661003973,1.47445E-05
LIPH,-0.660613746,0.660613746,2.37481E-07
STX18,-0.660607059,0.660607059,3.00199E-14
HSF2,-0.660286148,0.660286148,0.000234161
NADK2,-0.659695444,0.659695444,0.001046773
NT5DC1,-0.659013474,0.659013474,3.03193E-16
EEA1,-0.658977842,0.658977842,4.82505E-13
TAX1BP1,-0.658268116,0.658268116,2.0256E-16
GDAP2,-0.655598247,0.655598247,1.04963E-09
UBA6-AS1,-0.655273078,0.655273078,1.30577E-11
UQCC1,-0.655115208,0.655115208,2.02307E-10
SDE2,-0.653556503,0.653556503,0.009811619
KIAA1328,-0.653472183,0.653472183,3.42723E-06
TBC1D19,-0.652034915,0.652034915,5.5983E-17
SMAP2,-0.65153423,0.65153423,4.8303E-05
ZNF460,-0.651462709,0.651462709,0.000324637
CDK7,-0.650568519,0.650568519,0.000125343
ANO10,-0.65024132,0.65024132,2.13939E-07
CAMLG,-0.649797786,0.649797786,0.001244106
CXorf57,-0.649781497,0.649781497,1.81078E-06
COX15,-0.649737993,0.649737993,0.000655789
ERCC8,-0.647818259,0.647818259,1.83243E-07
GABARAPL1,-0.647268334,0.647268334,0.000457772
LARS,-0.645467079,0.645467079,3.36209E-08
HGS,-0.645241954,0.645241954,5.57929E-05
GHITM,-0.644918942,0.644918942,0.000386077
CRIM1,-0.64354907,0.64354907,0.009154898
FAM114A1,-0.641739265,0.641739265,0.004468803
LMBRD2,-0.639294436,0.639294436,4.46237E-06
FBXO30,-0.637323311,0.637323311,0.000230874
CLIP1,-0.636172638,0.636172638,1.96821E-12
RGS17,-0.636171239,0.636171239,8.47128E-11
RAD23B,-0.635238268,0.635238268,9.98107E-15
NAP1L4,-0.634338246,0.634338246,2.91372E-16
MFSD11,-0.631993248,0.631993248,4.52444E-07
TMTC3,-0.631149527,0.631149527,1.67132E-06
CASC4,-0.630785018,0.630785018,4.42381E-09
GNPDA2,-0.630498328,0.630498328,5.45978E-06
KSR1,-0.629817027,0.629817027,4.59043E-09
HSD17B4,-0.629800027,0.629800027,4.15438E-12
DCTN4,-0.629060858,0.629060858,1.18169E-09
CPPED1,-0.628841837,0.628841837,1.40262E-05
HARS,-0.628586677,0.628586677,6.97265E-07
APOOL,-0.627858997,0.627858997,1.24956E-07
RPS27L,-0.626832079,0.626832079,0.000192742
GEM,-0.625765827,0.625765827,0.000356855
CA13,-0.625615906,0.625615906,6.56667E-05
HSPA13,-0.624217824,0.624217824,0.00552277
STK38L,-0.623295399,0.623295399,5.78418E-08
CYP2R1,-0.621858651,0.621858651,0.003088186
PLEKHM3,-0.620807332,0.620807332,3.81858E-09
GPR135,-0.620227988,0.620227988,3.71414E-05
C18orf25,-0.617701909,0.617701909,1.56861E-06
DNAJC8,-0.61617371,0.61617371,0.000151184
NGLY1,-0.615941013,0.615941013,4.30478E-09
ANKRD19P,-0.615757692,0.615757692,0.004799191
SPECC1,-0.614870973,0.614870973,0.000371271
MSRA,-0.614629295,0.614629295,0.000147366
DHX32,-0.613200206,0.613200206,2.63785E-10
CA8,-0.613018008,0.613018008,3.25832E-06
CISD1,-0.612621097,0.612621097,1.36799E-05
RP5-874C20.3,-0.612437203,0.612437203,0.004408171
AC009948.5,-0.61168625,0.61168625,1.05924E-05
RP11-481C4.1,-0.611547262,0.611547262,0.009046237
FAM160B1,-0.611034448,0.611034448,5.70719E-06
SUPV3L1,-0.610163476,0.610163476,0.001162071
ENOX1,-0.610048635,0.610048635,1.30193E-05
WDR7,-0.608919811,0.608919811,2.96701E-23
TBCE,-0.606649211,0.606649211,2.54073E-05
RALGPS1,-0.605834106,0.605834106,1.66379E-13
SPATS2,-0.604765952,0.604765952,2.00229E-09
C16orf45,-0.604185567,0.604185567,1.0608E-09
CSPP1,-0.603572963,0.603572963,1.92618E-08
UBE2L3,-0.602357801,0.602357801,4.5206E-07
RNFT2,-0.602266253,0.602266253,0.003003648
RB1CC1,-0.602035298,0.602035298,2.50869E-09
JKAMP,-0.600337726,0.600337726,2.43307E-07
INTU,-0.600205308,0.600205308,1.55273E-05
IMMT,-0.599547584,0.599547584,8.98189E-06
B3GALNT2,-0.599088303,0.599088303,1.36275E-07
MROH1,-0.598504021,0.598504021,0.000121087
SLC35A3,-0.598345465,0.598345465,0.000370646
RRP12,-0.598336231,0.598336231,0.002959619
SAMD4B,-0.597950308,0.597950308,1.13009E-05
KIAA0368,-0.59726442,0.59726442,2.12839E-17
ALS2,-0.597262928,0.597262928,1.68671E-08
NPC1,-0.597232942,0.597232942,1.38062E-05
HIVEP1,-0.596691197,0.596691197,7.73504E-08
MGST3,-0.596450933,0.596450933,7.17281E-05
FARSB,-0.594340693,0.594340693,3.6847E-11
TCEA1,-0.593256596,0.593256596,0.000622213
MIR3916,-0.592376949,0.592376949,0.000884607
MAP4,-0.591630858,0.591630858,1.19978E-08
ITPR2,-0.590409989,0.590409989,1.60215E-08
INADL,-0.589765119,0.589765119,2.57065E-13
STAM,-0.589604948,0.589604948,4.37459E-09
MLH1,-0.587868774,0.587868774,2.61681E-05
LACE1,-0.587772381,0.587772381,1.25793E-10
CARD8,-0.58672315,0.58672315,0.002898834
CCSER2,-0.586713962,0.586713962,1.93806E-18
PLEKHM1,-0.585731069,0.585731069,0.005885353
CAPN2,-0.584232149,0.584232149,0.000847825
PAK2,-0.58381772,0.58381772,2.44882E-07
FAM49B,-0.583377982,0.583377982,3.26588E-09
DNAJC17,-0.583332405,0.583332405,0.004293018
CHMP5,-0.583027945,0.583027945,0.003241324
SART3,-0.58261086,0.58261086,0.000131751
ATP6V1A,-0.581362174,0.581362174,2.9537E-13
PRKCI,-0.581136,0.581136,0.000379628
LARGE,-0.580755028,0.580755028,0.000351895
ARAP1,-0.580082913,0.580082913,0.009307615
PPP1R12B,-0.579875091,0.579875091,4.30543E-13
TMEM106B,-0.579413022,0.579413022,1.22025E-05
LONP1,-0.578655336,0.578655336,0.000589255
LRRC37B,-0.578164875,0.578164875,0.00056027
DNAJC27-AS1,-0.5778937,0.5778937,0.005356128
EIF2AK4,-0.576998175,0.576998175,0.000478332
KLC1,-0.576679307,0.576679307,1.2703E-05
C21orf49,-0.576514813,0.576514813,0.000657762
CTNNA1,-0.575949091,0.575949091,5.85613E-10
ADHFE1,-0.57449792,0.57449792,0.001994826
MCCC1,-0.573649512,0.573649512,3.73972E-07
GAB2,-0.573010229,0.573010229,2.83689E-06
ATG16L1,-0.57284783,0.57284783,0.001162071
BNIP2,-0.572196978,0.572196978,0.001449224
IPPK,-0.571634354,0.571634354,0.004302095
CLINT1,-0.571080459,0.571080459,8.32548E-09
TUBGCP3,-0.570732559,0.570732559,2.289E-07
RP11-68I3.2,-0.569776558,0.569776558,0.008163849
LGALS8,-0.569125875,0.569125875,3.11264E-05
AP5Z1,-0.569015482,0.569015482,0.000494001
TMEM62,-0.568295873,0.568295873,0.002447852
ANK3,-0.567293543,0.567293543,1.49466E-08
RAB3GAP1,-0.567068597,0.567068597,8.85102E-11
CAST,-0.566648356,0.566648356,9.72964E-06
PLEKHB2,-0.566040774,0.566040774,0.000154592
ZNRF3,-0.565613182,0.565613182,0.000379302
FBXO42,-0.565547992,0.565547992,4.90692E-08
STXBP4,-0.565365136,0.565365136,1.12236E-06
DENND4C,-0.564922972,0.564922972,3.28754E-11
KIAA0586,-0.564508509,0.564508509,7.60742E-07
YTHDC2,-0.564046923,0.564046923,1.12208E-11
PKIB,-0.563874964,0.563874964,1.20706E-14
KRBOX4,-0.563406595,0.563406595,0.000850152
LYPLAL1,-0.563065557,0.563065557,6.3028E-11
ARG2,-0.562248364,0.562248364,0.00921396
IPMK,-0.56133663,0.56133663,0.003032304
SEMA6A,-0.560525509,0.560525509,1.71779E-05
ZSWIM6,-0.559428662,0.559428662,1.0582E-08
TRAF3IP1,-0.55917045,0.55917045,0.000132371
CHP1,-0.55777965,0.55777965,0.005735765
THSD4,-0.556889134,0.556889134,0.006701805
C11orf80,-0.555885932,0.555885932,3.47351E-07
ALKBH3,-0.555582776,0.555582776,0.001034851
PKM,-0.555563679,0.555563679,3.96342E-08
AAGAB,-0.555332206,0.555332206,2.63838E-05
STXBP3,-0.555170948,0.555170948,7.88058E-05
TBC1D15,-0.555003522,0.555003522,5.20411E-10
SERINC3,-0.554385817,0.554385817,0.000306581
GUCY1B3,-0.554287853,0.554287853,0.000271903
PKP4,-0.553199405,0.553199405,4.4071E-06
HERC2P2,-0.552891797,0.552891797,2.49354E-07
NT5DC3,-0.552611459,0.552611459,0.000918029
ABCC1,-0.551069656,0.551069656,0.001260364
DNHD1,-0.550556588,0.550556588,0.000139108
TGS1,-0.549977158,0.549977158,2.26276E-05
UBQLN1,-0.549650092,0.549650092,7.37315E-12
DIAPH1,-0.548764554,0.548764554,6.23264E-06
CDON,-0.548441323,0.548441323,0.00510283
OLFM2,-0.548056986,0.548056986,0.002345758
RP11-1407O15.2,-0.548017984,0.548017984,2.0363E-07
AC027763.2,-0.547857589,0.547857589,7.16569E-06
ZNF280C,-0.54753072,0.54753072,0.002797351
OSBPL9,-0.546550621,0.546550621,3.72117E-10
KIF16B,-0.546192964,0.546192964,0.000280044
FAM171B,-0.545850469,0.545850469,0.000154291
HOMER1,-0.545709132,0.545709132,0.000589255
PITHD1,-0.545606857,0.545606857,0.000866439
ARID4A,-0.544273472,0.544273472,3.92476E-09
CAPZA1,-0.544191382,0.544191382,1.01157E-09
EXOC6B,-0.544130335,0.544130335,8.34019E-13
BTBD9,-0.544112436,0.544112436,2.64739E-11
ARL1,-0.543480624,0.543480624,0.008614436
MAP2K1,-0.542506102,0.542506102,0.000183839
DNAI1,-0.542472308,0.542472308,0.002725979
ATP2A3,-0.542168098,0.542168098,1.13917E-05
PSAP,-0.54131931,0.54131931,4.29848E-06
COMMD2,-0.540309289,0.540309289,0.005766357
AMN1,-0.539043588,0.539043588,0.004635208
FGF9,-0.538503806,0.538503806,0.001029058
DYNC2LI1,-0.538234969,0.538234969,0.006818161
MKL1,-0.537525747,0.537525747,6.19225E-07
PUS7,-0.536889167,0.536889167,0.000703205
DNAJB14,-0.536389033,0.536389033,4.93435E-08
MAP4K5,-0.535764507,0.535764507,2.53408E-07
ASH2L,-0.534999639,0.534999639,0.001019172
GFPT1,-0.53496791,0.53496791,9.2621E-10
ZMAT3,-0.534901519,0.534901519,1.59165E-05
RAB17,-0.534887159,0.534887159,0.005307609
THADA,-0.53464492,0.53464492,2.11526E-07
GTDC1,-0.534517165,0.534517165,1.11461E-05
YEATS2,-0.534327301,0.534327301,6.67766E-09
CRBN,-0.533726418,0.533726418,8.82519E-07
MYO5B,-0.533329296,0.533329296,1.57485E-05
SMARCAL1,-0.533070766,0.533070766,0.001432955
FAM134C,-0.533007512,0.533007512,0.000530884
THUMPD3,-0.532958744,0.532958744,0.00715735
PTK2B,-0.53184454,0.53184454,0.008968074
HSPA4L,-0.531264011,0.531264011,0.001232955
VPS29,-0.530760446,0.530760446,4.5664E-07
SIN3B,-0.530636677,0.530636677,0.007651973
CDC42SE1,-0.530301516,0.530301516,0.000253431
PSMA3,-0.529445266,0.529445266,5.64117E-07
RANBP10,-0.528397368,0.528397368,8.32233E-05
GPR98,-0.52836803,0.52836803,1.55767E-10
CDYL,-0.528304241,0.528304241,2.10301E-05
USP12,-0.527760406,0.527760406,1.55273E-05
RUFY3,-0.526908674,0.526908674,1.73232E-20
INO80,-0.525308263,0.525308263,1.93886E-06
PLOD2,-0.524756323,0.524756323,6.02343E-10
STRAP,-0.523465849,0.523465849,0.00019562
CMPK1,-0.523428805,0.523428805,3.67527E-05
NFATC3,-0.523317153,0.523317153,0.001268852
MAP1B,-0.522923071,0.522923071,9.76498E-13
KIAA0922,-0.522602835,0.522602835,0.001229627
WDR44,-0.522234441,0.522234441,1.16508E-08
MTDH,-0.521742418,0.521742418,7.12197E-12
XPO6,-0.521643881,0.521643881,1.15982E-05
TRMT11,-0.521435484,0.521435484,1.11325E-07
MIER3,-0.521013027,0.521013027,0.005211692
MPZL1,-0.520676338,0.520676338,0.000886471
SNX9,-0.520664666,0.520664666,4.5267E-06
GMDS-AS1,-0.520416796,0.520416796,2.2431E-10
INPP5A,-0.519970312,0.519970312,0.004697274
MARCHF1,-0.519447286,0.519447286,2.84774E-06
KIAA1407,-0.518834623,0.518834623,0.000132758
PPAPDC1B,-0.517560491,0.517560491,0.005299954
HTATIP2,-0.517439939,0.517439939,0.002351835
SLC25A12,-0.517141192,0.517141192,2.22669E-05
KCNK1,-0.516978629,0.516978629,0.000472365
MYH9,-0.516707546,0.516707546,0.000206503
SKP1,-0.516113622,0.516113622,0.004029269
ZC3H12C,-0.51587026,0.51587026,3.95741E-06
FBXO8,-0.515772126,0.515772126,0.000431892
DROSHA,-0.515610033,0.515610033,9.07123E-05
DLGAP4,-0.515128693,0.515128693,3.03918E-06
EIF4E2,-0.515042106,0.515042106,0.003244099
VPS26A,-0.514930527,0.514930527,0.001176791
CDC40,-0.513945148,0.513945148,3.44285E-05
DCTN2,-0.513830586,0.513830586,4.26891E-08
TRIM37,-0.51098098,0.51098098,3.02411E-08
SPTLC1,-0.510893173,0.510893173,2.4908E-05
ANKRD44,-0.510185994,0.510185994,6.31982E-05
ATE1,-0.510093638,0.510093638,1.14546E-12
SCN2A,-0.509542558,0.509542558,0.000205801
SHPRH,-0.509038729,0.509038729,1.57913E-11
TMEM57,-0.508596603,0.508596603,1.43857E-07
HADHB,-0.508221384,0.508221384,0.001280132
DST,-0.507810132,0.507810132,3.54692E-19
ST13,-0.506663252,0.506663252,0.000123029
KIAA0232,-0.50623142,0.50623142,1.17961E-07
XRCC4,-0.506083155,0.506083155,0.000811523
MDM4,-0.505900548,0.505900548,4.3398E-08
CAMSAP1,-0.504985356,0.504985356,0.003981366
CCDC122,-0.50465191,0.50465191,0.000216096
CTC-444N24.11,-0.504572454,0.504572454,0.000868029
SPATA6,-0.503418461,0.503418461,0.001337676
CEP112,-0.503164695,0.503164695,6.21568E-06
FASTKD2,-0.502163365,0.502163365,4.75569E-05
ARHGAP21,-0.502038709,0.502038709,0.001907203
SMG1,-0.502031247,0.502031247,1.69097E-06
ALOX12P2,-0.501288406,0.501288406,2.09627E-06
PARG,-0.501241721,0.501241721,0.000407626
TOMM70A,-0.500748077,0.500748077,0.000225204
ATP6V0A1,-0.499575492,0.499575492,1.58379E-13
STX17,-0.498019586,0.498019586,8.66874E-05
UBR1,-0.497933883,0.497933883,8.36473E-08
AGAP1,-0.497604829,0.497604829,4.52176E-09
DSTN,-0.496408274,0.496408274,4.23893E-08
CDC37L1,-0.495250929,0.495250929,0.000370216
FAM184A,-0.495197752,0.495197752,0.002433279
PRKAA2,-0.493747592,0.493747592,0.0009362
TTLL5,-0.492273538,0.492273538,1.02605E-06
MYO5C,-0.49185279,0.49185279,0.001503188
NPEPPS,-0.491689637,0.491689637,2.00385E-07
RP11-296O14.3,-0.491493505,0.491493505,8.23618E-05
MPHOSPH10,-0.490109298,0.490109298,0.002015428
HLCS,-0.489548566,0.489548566,1.22164E-07
CARS,-0.489361873,0.489361873,0.002231198
SEC24D,-0.488542229,0.488542229,1.22905E-11
RHBDD1,-0.487825521,0.487825521,3.75889E-05
TFG,-0.485636488,0.485636488,2.20442E-07
ZNF337,-0.485501196,0.485501196,0.006563265
CCDC64,-0.483822395,0.483822395,1.07669E-06
